purchase_date,usd_brl_rate,selic_rate,selic_target,ipca_inflation,usd_brl_change,usd_brl_volatility,usd_brl_30day_avg,usd_brl_high,usd_brl_low,selic_changed,high_interest_period
2016-12-03,3.4632666666666667,0.050788,13.75,0.3,-0.0005002405002404453,0.029585105468929306,3.3700238888888885,0,0,0,1
2016-12-04,3.461533333333333,0.050788,13.75,0.3,-0.0005004908660417584,0.03142629152383364,3.377245,0,0,0,1
2016-12-05,3.4598,0.050788,13.75,0.3,-0.0005007414825799472,0.02903179519551429,3.3848805555555552,0,0,0,1
2016-12-06,3.4354,0.050788,13.75,0.3,-0.007052430776345431,0.024924388302910792,3.392175,0,0,0,1
2016-12-07,3.3895,0.050788,13.75,0.3,-0.013360889561623068,0.027304672352443205,3.3984116666666666,0,0,0,1
2016-12-08,3.4008,0.050788,13.75,0.3,0.0033338250479422182,0.031955585082870455,3.405025,0,0,0,1
2016-12-09,3.3858,0.050788,13.75,0.3,-0.004410726887790983,0.03520689040904218,3.4103583333333334,0,0,0,1
2016-12-10,3.3804333333333334,0.050788,13.75,0.3,-0.0015850512926536275,0.03530385487891326,3.412692777777778,0,0,0,1
2016-12-11,3.3750666666666667,0.050788,13.75,0.3,-0.0015875676688392737,0.03173759558542846,3.410605,0,0,0,1
2016-12-12,3.3697,0.050788,13.75,0.3,-0.0015900920475645508,0.02204500207306392,3.4082616666666667,0,0,0,1
2016-12-13,3.334,0.050788,13.75,0.3,-0.010594414933079999,0.02127592474005044,3.4046516666666666,0,0,0,1
2016-12-14,3.3103,0.050788,13.75,0.3,-0.007108578284343192,0.03169861379305844,3.400175,0,0,0,1
2016-12-15,3.383,0.050788,13.75,0.3,0.021961755732109012,0.02895831523351092,3.3985600000000002,0,0,0,1
2016-12-16,3.3712,0.050788,13.75,0.3,-0.003488028377179986,0.027499060108987023,3.39699,0,0,0,1
2016-12-17,3.3734,0.050788,13.75,0.3,0.0006525866160418392,0.026769376604786715,3.39593,0,0,0,1
2016-12-18,3.3756,0.050788,13.75,0.3,0.0006521610244856202,0.02682169519871389,3.3953933333333333,0,0,0,1
2016-12-19,3.3778,0.050788,13.75,0.3,0.0006517359876763162,0.027496294122582546,3.3953744444444443,0,0,0,1
2016-12-20,3.3586,0.050788,13.75,0.3,-0.005684173130440007,0.024961751693709653,3.3951599999999997,0,0,0,1
2016-12-21,3.3297,0.050788,13.75,0.3,-0.0086047757994403,0.01810633932656972,3.3944266666666665,0,0,0,1
2016-12-22,3.3302,0.050788,13.75,0.3,0.00015016367840958722,0.02110110581618993,3.3938466666666667,0,0,0,1
2016-12-23,3.2696,0.050788,13.75,0.3,-0.018197105278962233,0.03903419136138862,3.3897433333333336,0,0,0,1
2016-12-24,3.2697666666666665,0.050788,13.75,0.3,5.097463502146127e-05,0.04556730413738176,3.3854455555555556,0,0,0,1
2016-12-25,3.2699333333333334,0.050788,13.75,0.3,5.097203674075956e-05,0.04551574354058586,3.38018,0,0,0,1
2016-12-26,3.2701,0.050788,13.75,0.3,5.096943872451298e-05,0.03843541962150267,3.375234444444444,0,0,0,1
2016-12-27,3.2776,0.050788,13.75,0.3,0.0022935078437968937,0.028710053914382166,3.3708533333333337,0,0,0,1
2016-12-28,3.2774,0.050788,13.75,0.3,-6.102025872589678e-05,0.0221425910548854,3.36678,0,0,0,1
2016-12-29,3.2591,0.050788,13.75,0.3,-0.005583694391895988,0.006188819069988491,3.3618833333333336,0,0,0,1
2016-12-30,3.2591,0.050788,13.75,0.3,0.0,0.007563166101643965,3.357296666666666,0,0,0,1
2016-12-31,3.2637,0.050788,13.75,0.3,0.0014114326040930436,0.007804414705054171,3.3515466666666662,0,0,0,1
2017-01-01,3.2683,0.050788,13.75,0.38,0.0014094432699083281,0.0077659513261143665,3.3449900000000006,0,0,0,1
2017-01-02,3.2729,0.050788,13.75,0.38,0.0014074595355382247,0.007967642896924384,3.3386444444444447,0,0,0,1
2017-01-03,3.2632,0.050788,13.75,0.38,-0.0029637324696751843,0.006961766333034486,3.3320333333333334,0,0,0,1
2017-01-04,3.2333,0.050788,13.75,0.38,-0.009162784996322615,0.012739159724086475,3.3244833333333332,0,0,0,1
2017-01-05,3.2129,0.050788,13.75,0.38,-0.006309343395292766,0.021913151085040314,3.317066666666667,0,0,0,1
2017-01-06,3.2057,0.050788,13.75,0.38,-0.0022409661053875984,0.02801918560387481,3.31094,0,0,0,1
2017-01-07,3.2070333333333334,0.050788,13.75,0.38,0.0004159257988374243,0.030067836003018183,3.304481111111111,0,0,0,1
2017-01-08,3.208366666666667,0.050788,13.75,0.38,0.0004157528764903162,0.028359848470869007,3.2985666666666664,0,0,0,1
2017-01-09,3.2097,0.050788,13.75,0.38,0.0004155800978691282,0.021242972071570512,3.2928755555555553,0,0,0,1
2017-01-10,3.1918,0.050788,13.75,0.38,-0.005576845188023816,0.0123314176976348,3.2867666666666664,0,0,0,1
2017-01-11,3.2154,0.050788,13.75,0.38,0.007393946989159517,0.0076020082281073416,3.2816233333333336,0,0,0,1
2017-01-12,3.1661,0.048159,13.0,0.38,-0.015332462524102697,0.016818925155488714,3.2760266666666666,0,0,1,1
2017-01-13,3.2034,0.048159,13.0,0.38,0.011781055557310127,0.016724562932725406,3.2724633333333335,0,0,0,1
2017-01-14,3.2100666666666666,0.048159,13.0,0.38,0.0020811221410586,0.016966936412228874,3.266698888888889,0,0,0,1
2017-01-15,3.216733333333333,0.048159,13.0,0.38,0.002076800066457496,0.017868551487874335,3.26155,0,0,0,1
2017-01-16,3.2234,0.048159,13.0,0.38,0.0020724959068205706,0.01953927397609518,3.25655,0,0,0,1
2017-01-17,3.21,0.048159,13.0,0.38,-0.00415710119749324,0.01886910775614236,3.2510299999999996,0,0,0,1
2017-01-18,3.2211,0.048159,13.0,0.38,0.0034579439252335753,0.019434588431786037,3.2458066666666667,0,0,0,1
